"BehaviorSpace results (NetLogo 6.2.0)"
"FlockingAnalisisRailsBack.nlogo"
"meanFlockmates"
"09/10/2021 14:19:33:263 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","max-cohere-turn","max-separate-turn","vision","minimum-separation","population","max-align-turn","[step]","mean [count flockmates] of turtles"
"6","3","1.5","3","1","300","5","113","4.76"
"8","3","1.5","3","1","300","5","79","4.326666666666667"
"5","3","1.5","3","1","300","5","119","5.52"
"6","3","1.5","3","1","300","5","114","4.933333333333334"
"8","3","1.5","3","1","300","5","80","4.12"
"7","3","1.5","3","1","300","5","95","4.1"
"8","3","1.5","3","1","300","5","81","4.08"
"7","3","1.5","3","1","300","5","96","4.22"
"8","3","1.5","3","1","300","5","82","3.9466666666666668"
"7","3","1.5","3","1","300","5","97","4.3133333333333335"
"8","3","1.5","3","1","300","5","83","3.993333333333333"
"7","3","1.5","3","1","300","5","98","4.36"
"5","3","1.5","3","1","300","5","120","5.553333333333334"
"8","3","1.5","3","1","300","5","84","4.113333333333333"
"7","3","1.5","3","1","300","5","99","4.573333333333333"
"5","3","1.5","3","1","300","5","121","5.533333333333333"
"8","3","1.5","3","1","300","5","85","4.226666666666667"
"7","3","1.5","3","1","300","5","100","4.58"
"5","3","1.5","3","1","300","5","122","5.44"
"6","3","1.5","3","1","300","5","115","5.173333333333333"
"8","3","1.5","3","1","300","5","86","4.34"
"5","3","1.5","3","1","300","5","123","5.413333333333333"
"6","3","1.5","3","1","300","5","116","5.38"
"7","3","1.5","3","1","300","5","101","4.666666666666667"
"8","3","1.5","3","1","300","5","87","4.46"
"5","3","1.5","3","1","300","5","124","5.46"
"6","3","1.5","3","1","300","5","117","5.733333333333333"
"7","3","1.5","3","1","300","5","102","4.68"
"8","3","1.5","3","1","300","5","88","4.6066666666666665"
"5","3","1.5","3","1","300","5","125","5.493333333333333"
"6","3","1.5","3","1","300","5","118","5.8933333333333335"
"7","3","1.5","3","1","300","5","103","4.74"
"8","3","1.5","3","1","300","5","89","4.78"
"5","3","1.5","3","1","300","5","126","5.52"
"6","3","1.5","3","1","300","5","119","6.066666666666666"
"7","3","1.5","3","1","300","5","104","4.786666666666667"
"8","3","1.5","3","1","300","5","90","4.973333333333334"
"6","3","1.5","3","1","300","5","120","6.013333333333334"
"5","3","1.5","3","1","300","5","127","5.6866666666666665"
"7","3","1.5","3","1","300","5","105","4.8133333333333335"
"5","3","1.5","3","1","300","5","128","5.933333333333334"
"7","3","1.5","3","1","300","5","106","4.666666666666667"
"5","3","1.5","3","1","300","5","129","5.966666666666667"
"7","3","1.5","3","1","300","5","107","4.46"
"5","3","1.5","3","1","300","5","130","6.193333333333333"
"7","3","1.5","3","1","300","5","108","4.36"
"6","3","1.5","3","1","300","5","121","6.133333333333334"
"8","3","1.5","3","1","300","5","91","5.1"
"5","3","1.5","3","1","300","5","131","6.226666666666667"
"7","3","1.5","3","1","300","5","109","4.34"
"6","3","1.5","3","1","300","5","122","5.8533333333333335"
"8","3","1.5","3","1","300","5","92","5.1466666666666665"
"5","3","1.5","3","1","300","5","132","6.226666666666667"
"6","3","1.5","3","1","300","5","123","5.3533333333333335"
"7","3","1.5","3","1","300","5","110","4.453333333333333"
"5","3","1.5","3","1","300","5","133","6.12"
"8","3","1.5","3","1","300","5","93","5.14"
"6","3","1.5","3","1","300","5","124","4.793333333333333"
"7","3","1.5","3","1","300","5","111","4.553333333333334"
"5","3","1.5","3","1","300","5","134","6.16"
"8","3","1.5","3","1","300","5","94","5.2"
"6","3","1.5","3","1","300","5","125","4.413333333333333"
"5","3","1.5","3","1","300","5","135","6.166666666666667"
"7","3","1.5","3","1","300","5","112","4.566666666666666"
"8","3","1.5","3","1","300","5","95","5.3"
"6","3","1.5","3","1","300","5","126","4.46"
"5","3","1.5","3","1","300","5","136","6.2"
"7","3","1.5","3","1","300","5","113","4.72"
"8","3","1.5","3","1","300","5","96","5.326666666666667"
"6","3","1.5","3","1","300","5","127","4.726666666666667"
"5","3","1.5","3","1","300","5","137","6.173333333333333"
"8","3","1.5","3","1","300","5","97","5.18"
"6","3","1.5","3","1","300","5","128","4.82"
"5","3","1.5","3","1","300","5","138","6.153333333333333"
"8","3","1.5","3","1","300","5","98","5.126666666666667"
"6","3","1.5","3","1","300","5","129","4.886666666666667"
"7","3","1.5","3","1","300","5","114","4.866666666666666"
"8","3","1.5","3","1","300","5","99","5.046666666666667"
"6","3","1.5","3","1","300","5","130","5.006666666666667"
"7","3","1.5","3","1","300","5","115","4.906666666666666"
"8","3","1.5","3","1","300","5","100","4.953333333333333"
"6","3","1.5","3","1","300","5","131","5.053333333333334"
"7","3","1.5","3","1","300","5","116","4.953333333333333"
"8","3","1.5","3","1","300","5","101","4.82"
"6","3","1.5","3","1","300","5","132","5.253333333333333"
"7","3","1.5","3","1","300","5","117","4.846666666666667"
"8","3","1.5","3","1","300","5","102","4.74"
"5","3","1.5","3","1","300","5","139","6.073333333333333"
"6","3","1.5","3","1","300","5","133","5.446666666666666"
"7","3","1.5","3","1","300","5","118","4.986666666666666"
"8","3","1.5","3","1","300","5","103","4.7"
"6","3","1.5","3","1","300","5","134","5.493333333333333"
"5","3","1.5","3","1","300","5","140","5.986666666666666"
"7","3","1.5","3","1","300","5","119","5.066666666666666"
"8","3","1.5","3","1","300","5","104","4.846666666666667"
"6","3","1.5","3","1","300","5","135","5.413333333333333"
"7","3","1.5","3","1","300","5","120","5.12"
"5","3","1.5","3","1","300","5","141","6.093333333333334"
"8","3","1.5","3","1","300","5","105","4.906666666666666"
"6","3","1.5","3","1","300","5","136","5.573333333333333"
"7","3","1.5","3","1","300","5","121","5.053333333333334"
"5","3","1.5","3","1","300","5","142","6.113333333333333"
"8","3","1.5","3","1","300","5","106","4.98"
"6","3","1.5","3","1","300","5","137","5.773333333333333"
"7","3","1.5","3","1","300","5","122","5.046666666666667"
"5","3","1.5","3","1","300","5","143","6.053333333333334"
"8","3","1.5","3","1","300","5","107","4.913333333333333"
"6","3","1.5","3","1","300","5","138","6.006666666666667"
"7","3","1.5","3","1","300","5","123","5.053333333333334"
"5","3","1.5","3","1","300","5","144","5.98"
"8","3","1.5","3","1","300","5","108","4.76"
"6","3","1.5","3","1","300","5","139","5.94"
"7","3","1.5","3","1","300","5","124","4.966666666666667"
"5","3","1.5","3","1","300","5","145","6.033333333333333"
"7","3","1.5","3","1","300","5","125","4.946666666666666"
"5","3","1.5","3","1","300","5","146","6.1466666666666665"
"7","3","1.5","3","1","300","5","126","4.966666666666667"
"5","3","1.5","3","1","300","5","147","6.32"
"6","3","1.5","3","1","300","5","140","5.76"
"7","3","1.5","3","1","300","5","127","4.793333333333333"
"5","3","1.5","3","1","300","5","148","6.253333333333333"
"6","3","1.5","3","1","300","5","141","5.306666666666667"
"7","3","1.5","3","1","300","5","128","4.666666666666667"
"5","3","1.5","3","1","300","5","149","6.273333333333333"
"8","3","1.5","3","1","300","5","109","4.68"
"6","3","1.5","3","1","300","5","142","5.073333333333333"
"7","3","1.5","3","1","300","5","129","4.54"
"5","3","1.5","3","1","300","5","150","6.3"
"6","3","1.5","3","1","300","5","143","4.906666666666666"
"7","3","1.5","3","1","300","5","130","4.46"
"8","3","1.5","3","1","300","5","110","4.74"
"5","3","1.5","3","1","300","5","151","6.433333333333334"
"6","3","1.5","3","1","300","5","144","4.8933333333333335"
"7","3","1.5","3","1","300","5","131","4.4"
"8","3","1.5","3","1","300","5","111","4.76"
"5","3","1.5","3","1","300","5","152","6.54"
"6","3","1.5","3","1","300","5","145","4.94"
"5","3","1.5","3","1","300","5","153","6.593333333333334"
"8","3","1.5","3","1","300","5","112","4.833333333333333"
"6","3","1.5","3","1","300","5","146","4.86"
"5","3","1.5","3","1","300","5","154","6.58"
"8","3","1.5","3","1","300","5","113","4.866666666666666"
"6","3","1.5","3","1","300","5","147","4.746666666666667"
"5","3","1.5","3","1","300","5","155","6.513333333333334"
"8","3","1.5","3","1","300","5","114","4.82"
"6","3","1.5","3","1","300","5","148","4.6066666666666665"
"5","3","1.5","3","1","300","5","156","6.52"
"7","3","1.5","3","1","300","5","132","4.553333333333334"
"8","3","1.5","3","1","300","5","115","4.7"
"6","3","1.5","3","1","300","5","149","4.666666666666667"
"8","3","1.5","3","1","300","5","116","4.6466666666666665"
"6","3","1.5","3","1","300","5","150","4.8933333333333335"
"7","3","1.5","3","1","300","5","133","4.733333333333333"
"8","3","1.5","3","1","300","5","117","4.626666666666667"
"6","3","1.5","3","1","300","5","151","5.113333333333333"
"7","3","1.5","3","1","300","5","134","4.84"
"8","3","1.5","3","1","300","5","118","4.653333333333333"
"6","3","1.5","3","1","300","5","152","5.166666666666667"
"7","3","1.5","3","1","300","5","135","4.94"
"5","3","1.5","3","1","300","5","157","6.6"
"8","3","1.5","3","1","300","5","119","4.6866666666666665"
"6","3","1.5","3","1","300","5","153","5.253333333333333"
"7","3","1.5","3","1","300","5","136","5.02"
"5","3","1.5","3","1","300","5","158","6.54"
"8","3","1.5","3","1","300","5","120","4.64"
"6","3","1.5","3","1","300","5","154","5.373333333333333"
"7","3","1.5","3","1","300","5","137","4.946666666666666"
"5","3","1.5","3","1","300","5","159","6.48"
"8","3","1.5","3","1","300","5","121","4.666666666666667"
"6","3","1.5","3","1","300","5","155","5.66"
"5","3","1.5","3","1","300","5","160","6.473333333333334"
"7","3","1.5","3","1","300","5","138","5.02"
"8","3","1.5","3","1","300","5","122","4.726666666666667"
"6","3","1.5","3","1","300","5","156","6.013333333333334"
"5","3","1.5","3","1","300","5","161","6.753333333333333"
"7","3","1.5","3","1","300","5","139","5.173333333333333"
"8","3","1.5","3","1","300","5","123","4.786666666666667"
"6","3","1.5","3","1","300","5","157","6.413333333333333"
"7","3","1.5","3","1","300","5","140","5.32"
"5","3","1.5","3","1","300","5","162","6.913333333333333"
"8","3","1.5","3","1","300","5","124","4.78"
"7","3","1.5","3","1","300","5","141","5.32"
"5","3","1.5","3","1","300","5","163","7.06"
"8","3","1.5","3","1","300","5","125","4.933333333333334"
"7","3","1.5","3","1","300","5","142","5.266666666666667"
"5","3","1.5","3","1","300","5","164","7.013333333333334"
"8","3","1.5","3","1","300","5","126","5.06"
"7","3","1.5","3","1","300","5","143","5.16"
"5","3","1.5","3","1","300","5","165","6.726666666666667"
"6","3","1.5","3","1","300","5","158","6.626666666666667"
"7","3","1.5","3","1","300","5","144","5.1066666666666665"
"5","3","1.5","3","1","300","5","166","6.673333333333333"
"6","3","1.5","3","1","300","5","159","6.54"
"7","3","1.5","3","1","300","5","145","5.173333333333333"
"5","3","1.5","3","1","300","5","167","6.6"
"6","3","1.5","3","1","300","5","160","6.32"
"7","3","1.5","3","1","300","5","146","5.153333333333333"
"5","3","1.5","3","1","300","5","168","6.52"
"6","3","1.5","3","1","300","5","161","6.24"
"7","3","1.5","3","1","300","5","147","5.286666666666667"
"5","3","1.5","3","1","300","5","169","6.553333333333334"
"6","3","1.5","3","1","300","5","162","6.12"
"7","3","1.5","3","1","300","5","148","5.326666666666667"
"5","3","1.5","3","1","300","5","170","6.633333333333334"
"8","3","1.5","3","1","300","5","127","5.206666666666667"
"6","3","1.5","3","1","300","5","163","6.16"
"7","3","1.5","3","1","300","5","149","5.3933333333333335"
"5","3","1.5","3","1","300","5","171","6.52"
"6","3","1.5","3","1","300","5","164","6.086666666666667"
"8","3","1.5","3","1","300","5","128","5.36"
"5","3","1.5","3","1","300","5","172","6.34"
"6","3","1.5","3","1","300","5","165","6.086666666666667"
"8","3","1.5","3","1","300","5","129","5.52"
"5","3","1.5","3","1","300","5","173","6.22"
"7","3","1.5","3","1","300","5","150","5.326666666666667"
"6","3","1.5","3","1","300","5","166","6.046666666666667"
"8","3","1.5","3","1","300","5","130","5.76"
"5","3","1.5","3","1","300","5","174","6.326666666666667"
"7","3","1.5","3","1","300","5","151","5.1"
"6","3","1.5","3","1","300","5","167","6.093333333333334"
"8","3","1.5","3","1","300","5","131","5.84"
"7","3","1.5","3","1","300","5","152","4.933333333333334"
"6","3","1.5","3","1","300","5","168","6.06"
"8","3","1.5","3","1","300","5","132","5.886666666666667"
"7","3","1.5","3","1","300","5","153","4.873333333333333"
"6","3","1.5","3","1","300","5","169","5.933333333333334"
"5","3","1.5","3","1","300","5","175","6.386666666666667"
"8","3","1.5","3","1","300","5","133","5.913333333333333"
"7","3","1.5","3","1","300","5","154","4.846666666666667"
"6","3","1.5","3","1","300","5","170","5.72"
"8","3","1.5","3","1","300","5","134","6.086666666666667"
"5","3","1.5","3","1","300","5","176","6.373333333333333"
"7","3","1.5","3","1","300","5","155","4.9"
"6","3","1.5","3","1","300","5","171","5.6"
"8","3","1.5","3","1","300","5","135","6.14"
"7","3","1.5","3","1","300","5","156","4.833333333333333"
"5","3","1.5","3","1","300","5","177","6.4"
"6","3","1.5","3","1","300","5","172","5.566666666666666"
"8","3","1.5","3","1","300","5","136","6.026666666666666"
"7","3","1.5","3","1","300","5","157","4.96"
"6","3","1.5","3","1","300","5","173","5.58"
"5","3","1.5","3","1","300","5","178","6.34"
"8","3","1.5","3","1","300","5","137","5.98"
"6","3","1.5","3","1","300","5","174","5.593333333333334"
"7","3","1.5","3","1","300","5","158","5.066666666666666"
"5","3","1.5","3","1","300","5","179","6.22"
"8","3","1.5","3","1","300","5","138","5.98"
"6","3","1.5","3","1","300","5","175","5.513333333333334"
"7","3","1.5","3","1","300","5","159","5.22"
"5","3","1.5","3","1","300","5","180","6.16"
"8","3","1.5","3","1","300","5","139","6.02"
"7","3","1.5","3","1","300","5","160","5.286666666666667"
"5","3","1.5","3","1","300","5","181","6.046666666666667"
"8","3","1.5","3","1","300","5","140","6.086666666666667"
"7","3","1.5","3","1","300","5","161","5.38"
"5","3","1.5","3","1","300","5","182","6.066666666666666"
"8","3","1.5","3","1","300","5","141","5.94"
"7","3","1.5","3","1","300","5","162","5.54"
"5","3","1.5","3","1","300","5","183","6.14"
"6","3","1.5","3","1","300","5","176","5.366666666666666"
"8","3","1.5","3","1","300","5","142","5.8"
"7","3","1.5","3","1","300","5","163","5.726666666666667"
"5","3","1.5","3","1","300","5","184","6.126666666666667"
"6","3","1.5","3","1","300","5","177","5.333333333333333"
"8","3","1.5","3","1","300","5","143","5.54"
"7","3","1.5","3","1","300","5","164","6.013333333333334"
"5","3","1.5","3","1","300","5","185","6.066666666666666"
"8","3","1.5","3","1","300","5","144","5.493333333333333"
"6","3","1.5","3","1","300","5","178","5.453333333333333"
"7","3","1.5","3","1","300","5","165","5.966666666666667"
"5","3","1.5","3","1","300","5","186","6.113333333333333"
"6","3","1.5","3","1","300","5","179","5.573333333333333"
"7","3","1.5","3","1","300","5","166","6.04"
"5","3","1.5","3","1","300","5","187","6.133333333333334"
"7","3","1.5","3","1","300","5","167","5.866666666666666"
"6","3","1.5","3","1","300","5","180","5.753333333333333"
"5","3","1.5","3","1","300","5","188","6.126666666666667"
"7","3","1.5","3","1","300","5","168","5.8"
"6","3","1.5","3","1","300","5","181","5.766666666666667"
"8","3","1.5","3","1","300","5","145","5.513333333333334"
"5","3","1.5","3","1","300","5","189","6.12"
"6","3","1.5","3","1","300","5","182","5.8"
"8","3","1.5","3","1","300","5","146","5.593333333333334"
"7","3","1.5","3","1","300","5","169","5.793333333333333"
"5","3","1.5","3","1","300","5","190","6.193333333333333"
"8","3","1.5","3","1","300","5","147","5.713333333333333"
"6","3","1.5","3","1","300","5","183","5.726666666666667"
"7","3","1.5","3","1","300","5","170","6.046666666666667"
"5","3","1.5","3","1","300","5","191","6.373333333333333"
"6","3","1.5","3","1","300","5","184","5.806666666666667"
"8","3","1.5","3","1","300","5","148","5.78"
"5","3","1.5","3","1","300","5","192","6.533333333333333"
"6","3","1.5","3","1","300","5","185","5.666666666666667"
"8","3","1.5","3","1","300","5","149","5.88"
"7","3","1.5","3","1","300","5","171","6.28"
"6","3","1.5","3","1","300","5","186","5.406666666666666"
"8","3","1.5","3","1","300","5","150","6.026666666666666"
"7","3","1.5","3","1","300","5","172","6.64"
"6","3","1.5","3","1","300","5","187","5.126666666666667"
"8","3","1.5","3","1","300","5","151","6.126666666666667"
"7","3","1.5","3","1","300","5","173","6.733333333333333"
"5","3","1.5","3","1","300","5","193","6.58"
"6","3","1.5","3","1","300","5","188","4.946666666666666"
"8","3","1.5","3","1","300","5","152","6.233333333333333"
"7","3","1.5","3","1","300","5","174","6.666666666666667"
"5","3","1.5","3","1","300","5","194","6.633333333333334"
"6","3","1.5","3","1","300","5","189","4.966666666666667"
"8","3","1.5","3","1","300","5","153","6.246666666666667"
"7","3","1.5","3","1","300","5","175","6.693333333333333"
"5","3","1.5","3","1","300","5","195","6.74"
"6","3","1.5","3","1","300","5","190","5.086666666666667"
"8","3","1.5","3","1","300","5","154","6.14"
"7","3","1.5","3","1","300","5","176","6.56"
"5","3","1.5","3","1","300","5","196","6.66"
"6","3","1.5","3","1","300","5","191","5.3533333333333335"
"8","3","1.5","3","1","300","5","155","6.153333333333333"
"7","3","1.5","3","1","300","5","177","6.506666666666667"
"5","3","1.5","3","1","300","5","197","6.566666666666666"
"6","3","1.5","3","1","300","5","192","5.4"
"8","3","1.5","3","1","300","5","156","6.1"
"5","3","1.5","3","1","300","5","198","6.426666666666667"
"7","3","1.5","3","1","300","5","178","6.633333333333334"
"6","3","1.5","3","1","300","5","193","5.36"
"8","3","1.5","3","1","300","5","157","5.966666666666667"
"7","3","1.5","3","1","300","5","179","6.973333333333334"
"5","3","1.5","3","1","300","5","199","6.306666666666667"
"8","3","1.5","3","1","300","5","158","5.886666666666667"
"7","3","1.5","3","1","300","5","180","7.326666666666667"
"5","3","1.5","3","1","300","5","200","6.326666666666667"
"8","3","1.5","3","1","300","5","159","5.906666666666666"
"7","3","1.5","3","1","300","5","181","7.56"
"5","3","1.5","3","1","300","5","201","6.373333333333333"
"8","3","1.5","3","1","300","5","160","5.826666666666667"
"7","3","1.5","3","1","300","5","182","7.586666666666667"
"5","3","1.5","3","1","300","5","202","6.346666666666667"
"6","3","1.5","3","1","300","5","194","5.266666666666667"
"8","3","1.5","3","1","300","5","161","5.913333333333333"
"7","3","1.5","3","1","300","5","183","7.6066666666666665"
"5","3","1.5","3","1","300","5","203","6.406666666666666"
"8","3","1.5","3","1","300","5","162","5.8933333333333335"
"6","3","1.5","3","1","300","5","195","5.36"
"7","3","1.5","3","1","300","5","184","7.446666666666666"
"5","3","1.5","3","1","300","5","204","6.386666666666667"
"8","3","1.5","3","1","300","5","163","5.82"
"7","3","1.5","3","1","300","5","185","7.233333333333333"
"5","3","1.5","3","1","300","5","205","6.566666666666666"
"6","3","1.5","3","1","300","5","196","5.3933333333333335"
"7","3","1.5","3","1","300","5","186","6.793333333333333"
"5","3","1.5","3","1","300","5","206","6.88"
"6","3","1.5","3","1","300","5","197","5.566666666666666"
"5","3","1.5","3","1","300","5","207","6.973333333333334"
"6","3","1.5","3","1","300","5","198","5.74"
"8","3","1.5","3","1","300","5","164","5.84"
"5","3","1.5","3","1","300","5","208","7.086666666666667"
"6","3","1.5","3","1","300","5","199","5.733333333333333"
"8","3","1.5","3","1","300","5","165","5.833333333333333"
"5","3","1.5","3","1","300","5","209","7.22"
"6","3","1.5","3","1","300","5","200","5.72"
"8","3","1.5","3","1","300","5","166","6"
"5","3","1.5","3","1","300","5","210","7.173333333333333"
"6","3","1.5","3","1","300","5","201","5.78"
"7","3","1.5","3","1","300","5","187","6.566666666666666"
"8","3","1.5","3","1","300","5","167","5.886666666666667"
"6","3","1.5","3","1","300","5","202","6.013333333333334"
"7","3","1.5","3","1","300","5","188","6.513333333333334"
"8","3","1.5","3","1","300","5","168","5.74"
"5","3","1.5","3","1","300","5","211","7.193333333333333"
"6","3","1.5","3","1","300","5","203","6.28"
"7","3","1.5","3","1","300","5","189","6.38"
"8","3","1.5","3","1","300","5","169","5.673333333333333"
"5","3","1.5","3","1","300","5","212","7.173333333333333"
"6","3","1.5","3","1","300","5","204","6.386666666666667"
"7","3","1.5","3","1","300","5","190","6.3133333333333335"
"8","3","1.5","3","1","300","5","170","5.786666666666667"
"6","3","1.5","3","1","300","5","205","6.36"
"5","3","1.5","3","1","300","5","213","7.273333333333333"
"7","3","1.5","3","1","300","5","191","6.26"
"8","3","1.5","3","1","300","5","171","5.886666666666667"
"6","3","1.5","3","1","300","5","206","6.32"
"5","3","1.5","3","1","300","5","214","7.22"
"7","3","1.5","3","1","300","5","192","6.266666666666667"
"8","3","1.5","3","1","300","5","172","5.946666666666666"
"6","3","1.5","3","1","300","5","207","6.073333333333333"
"5","3","1.5","3","1","300","5","215","7.213333333333333"
"7","3","1.5","3","1","300","5","193","6.26"
"8","3","1.5","3","1","300","5","173","5.933333333333334"
"6","3","1.5","3","1","300","5","208","5.76"
"5","3","1.5","3","1","300","5","216","7.1466666666666665"
"7","3","1.5","3","1","300","5","194","6.166666666666667"
"8","3","1.5","3","1","300","5","174","5.8533333333333335"
"5","3","1.5","3","1","300","5","217","7.04"
"6","3","1.5","3","1","300","5","209","5.613333333333333"
"7","3","1.5","3","1","300","5","195","6.133333333333334"
"8","3","1.5","3","1","300","5","175","5.786666666666667"
"5","3","1.5","3","1","300","5","218","6.986666666666666"
"6","3","1.5","3","1","300","5","210","5.433333333333334"
"7","3","1.5","3","1","300","5","196","6.086666666666667"
"5","3","1.5","3","1","300","5","219","6.98"
"8","3","1.5","3","1","300","5","176","5.673333333333333"
"6","3","1.5","3","1","300","5","211","5.433333333333334"
"7","3","1.5","3","1","300","5","197","6.26"
"5","3","1.5","3","1","300","5","220","6.953333333333333"
"8","3","1.5","3","1","300","5","177","5.68"
"6","3","1.5","3","1","300","5","212","5.52"
"7","3","1.5","3","1","300","5","198","6.453333333333333"
"5","3","1.5","3","1","300","5","221","6.913333333333333"
"8","3","1.5","3","1","300","5","178","5.753333333333333"
"7","3","1.5","3","1","300","5","199","6.5"
"5","3","1.5","3","1","300","5","222","6.8533333333333335"
"8","3","1.5","3","1","300","5","179","5.76"
"7","3","1.5","3","1","300","5","200","6.38"
"5","3","1.5","3","1","300","5","223","6.84"
"8","3","1.5","3","1","300","5","180","5.76"
"7","3","1.5","3","1","300","5","201","6.226666666666667"
"5","3","1.5","3","1","300","5","224","6.806666666666667"
"6","3","1.5","3","1","300","5","213","5.913333333333333"
"8","3","1.5","3","1","300","5","181","5.62"
"7","3","1.5","3","1","300","5","202","6.06"
"5","3","1.5","3","1","300","5","225","6.72"
"6","3","1.5","3","1","300","5","214","6.206666666666667"
"7","3","1.5","3","1","300","5","203","5.946666666666666"
"5","3","1.5","3","1","300","5","226","6.706666666666667"
"6","3","1.5","3","1","300","5","215","6.386666666666667"
"7","3","1.5","3","1","300","5","204","5.826666666666667"
"5","3","1.5","3","1","300","5","227","6.6866666666666665"
"6","3","1.5","3","1","300","5","216","6.586666666666667"
"5","3","1.5","3","1","300","5","228","6.64"
"6","3","1.5","3","1","300","5","217","6.8533333333333335"
"8","3","1.5","3","1","300","5","182","5.593333333333334"
"6","3","1.5","3","1","300","5","218","7.1"
"8","3","1.5","3","1","300","5","183","5.526666666666666"
"7","3","1.5","3","1","300","5","205","5.766666666666667"
"5","3","1.5","3","1","300","5","229","6.726666666666667"
"6","3","1.5","3","1","300","5","219","7.34"
"8","3","1.5","3","1","300","5","184","5.466666666666667"
"5","3","1.5","3","1","300","5","230","6.873333333333333"
"7","3","1.5","3","1","300","5","206","5.706666666666667"
"6","3","1.5","3","1","300","5","220","7.366666666666666"
"8","3","1.5","3","1","300","5","185","5.42"
"5","3","1.5","3","1","300","5","231","6.906666666666666"
"7","3","1.5","3","1","300","5","207","5.806666666666667"
"6","3","1.5","3","1","300","5","221","7.373333333333333"
"8","3","1.5","3","1","300","5","186","5.513333333333334"
"5","3","1.5","3","1","300","5","232","6.926666666666667"
"7","3","1.5","3","1","300","5","208","5.96"
"6","3","1.5","3","1","300","5","222","7.406666666666666"
"8","3","1.5","3","1","300","5","187","5.633333333333334"
"5","3","1.5","3","1","300","5","233","7.02"
"7","3","1.5","3","1","300","5","209","6.073333333333333"
"6","3","1.5","3","1","300","5","223","7.093333333333334"
"8","3","1.5","3","1","300","5","188","5.733333333333333"
"5","3","1.5","3","1","300","5","234","7.073333333333333"
"7","3","1.5","3","1","300","5","210","6.113333333333333"
"6","3","1.5","3","1","300","5","224","6.62"
"8","3","1.5","3","1","300","5","189","5.746666666666667"
"7","3","1.5","3","1","300","5","211","6.24"
"5","3","1.5","3","1","300","5","235","7.173333333333333"
"6","3","1.5","3","1","300","5","225","6.333333333333333"
"8","3","1.5","3","1","300","5","190","5.826666666666667"
"7","3","1.5","3","1","300","5","212","6.286666666666667"
"5","3","1.5","3","1","300","5","236","7.233333333333333"
"6","3","1.5","3","1","300","5","226","6.16"
"8","3","1.5","3","1","300","5","191","5.86"
"7","3","1.5","3","1","300","5","213","6.513333333333334"
"5","3","1.5","3","1","300","5","237","7.293333333333333"
"6","3","1.5","3","1","300","5","227","5.986666666666666"
"8","3","1.5","3","1","300","5","192","5.806666666666667"
"7","3","1.5","3","1","300","5","214","6.7"
"5","3","1.5","3","1","300","5","238","7.36"
"6","3","1.5","3","1","300","5","228","5.88"
"8","3","1.5","3","1","300","5","193","5.793333333333333"
"7","3","1.5","3","1","300","5","215","6.906666666666666"
"5","3","1.5","3","1","300","5","239","7.493333333333333"
"6","3","1.5","3","1","300","5","229","5.7"
"7","3","1.5","3","1","300","5","216","7.073333333333333"
"8","3","1.5","3","1","300","5","194","5.786666666666667"
"5","3","1.5","3","1","300","5","240","7.5"
"6","3","1.5","3","1","300","5","230","5.54"
"8","3","1.5","3","1","300","5","195","5.926666666666667"
"7","3","1.5","3","1","300","5","217","7.28"
"5","3","1.5","3","1","300","5","241","7.48"
"6","3","1.5","3","1","300","5","231","5.293333333333333"
"8","3","1.5","3","1","300","5","196","6.086666666666667"
"7","3","1.5","3","1","300","5","218","7.44"
"5","3","1.5","3","1","300","5","242","7.526666666666666"
"6","3","1.5","3","1","300","5","232","5.333333333333333"
"8","3","1.5","3","1","300","5","197","6.22"
"7","3","1.5","3","1","300","5","219","7.433333333333334"
"5","3","1.5","3","1","300","5","243","7.506666666666667"
"6","3","1.5","3","1","300","5","233","5.42"
"8","3","1.5","3","1","300","5","198","6.433333333333334"
"7","3","1.5","3","1","300","5","220","7.4"
"5","3","1.5","3","1","300","5","244","7.526666666666666"
"6","3","1.5","3","1","300","5","234","5.66"
"8","3","1.5","3","1","300","5","199","6.526666666666666"
"7","3","1.5","3","1","300","5","221","7.18"
"5","3","1.5","3","1","300","5","245","7.553333333333334"
"6","3","1.5","3","1","300","5","235","5.626666666666667"
"7","3","1.5","3","1","300","5","222","7.093333333333334"
"8","3","1.5","3","1","300","5","200","6.633333333333334"
"5","3","1.5","3","1","300","5","246","7.54"
"6","3","1.5","3","1","300","5","236","5.8"
"7","3","1.5","3","1","300","5","223","6.76"
"8","3","1.5","3","1","300","5","201","6.653333333333333"
"5","3","1.5","3","1","300","5","247","7.566666666666666"
"6","3","1.5","3","1","300","5","237","5.933333333333334"
"7","3","1.5","3","1","300","5","224","6.566666666666666"
"8","3","1.5","3","1","300","5","202","6.68"
"5","3","1.5","3","1","300","5","248","7.513333333333334"
"6","3","1.5","3","1","300","5","238","6.113333333333333"
"8","3","1.5","3","1","300","5","203","6.64"
"7","3","1.5","3","1","300","5","225","6.453333333333333"
"5","3","1.5","3","1","300","5","249","7.54"
"6","3","1.5","3","1","300","5","239","6.386666666666667"
"8","3","1.5","3","1","300","5","204","6.6066666666666665"
"7","3","1.5","3","1","300","5","226","6.44"
"5","3","1.5","3","1","300","5","250","7.553333333333334"
"6","3","1.5","3","1","300","5","240","6.533333333333333"
"8","3","1.5","3","1","300","5","205","6.6466666666666665"
